player_name,Nationality,Preferred Foot,Date of Birth,appearances_,sub_appearances,XA,pass_attempts,pass_accuracy,long_pass_attempts,long_pass_accuracy,Minutes Played,Duels Won,Total Tackles,Interceptions,Blocks,Red Cards,Yellow Cards,XG,Touches in the Opposition Box,Aerial Duels Won,Assists,Shots On Target Inside the Box,cross_attempts,cross_accuracy,dribble_attempts,dribble_accuracy,Fouls,Goals,Hit Woodwork,Offsides,Shots On Target Outside the Box,Corners Taken,Appearances,free_kick_attempts,free_kicks_scored,Passes,Own Goals,Penalties Taken,Goals Conceded,Clean Sheets,Saves Made,Penalties Faced,penalty_attempts,penalties_scored,penalties_saved,penalty_save_precentage,player_image_url,player_country,player_club,player_position
Philippe Coutinho,Brazil,Right,12/06/1992,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/84583.png,Brazil,Aston Villa,Midfielder
Brandon Cover,Jamaica,Right,25/09/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Jamaica,Leicester City,Midfielder
Matthew Cox,England,Right,02/05/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/503300.png,England,Brentford,Goalkeeper
Amario Cozier-Duberry,England,Left,29/05/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/519324.png,England,Brighton and Hove Albion,Midfielder
Tristan Crama,France,Right,08/11/2001,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/592661.png,France,Brentford,Defender
Billy Crellin,England,Right,30/06/2000,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/438405.png,England,Everton,Goalkeeper
Aaron Cresswell,England,Left,15/12/1989,18,8,1.9,521,87,80,54,823,21,11,8,4,0,3,0.23,2,7,0,0,16,13,2,50,4,0,0,0,0,13,0,2,2,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/55459.png,England,West Ham United,Defender
Marc Cucurella,Spain,Left,22/07/1998,36,3,2.39,1633,89,108,40,2989,141,67,28,16,1,8,2.8,76,32,1,8,31,16,13,31,37,5,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/179268.png,Spain,Chelsea,Defender
Jorge Cuenca,Spain,Left,17/11/1999,8,4,0.01,170,84,17,24,350,16,6,2,4,0,0,0.02,1,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/246301.png,Spain,Fulham,Defender
Luke Cundle,England,Right,26/04/2002,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/245923.png,England,Wolverhampton Wanderers,Midfielder
Ted Curd,England,Right,14/02/2006,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Chelsea,Goalkeeper
Michael Dacosta,Spain,,05/03/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Spain,Bournemouth,Forward
Mahmoud Dahoud,Syria,Right,01/01/1996,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/168090.png,Syria,Brighton and Hove Albion,Midfielder
Patson Daka,Zambia,Right,09/10/1998,23,17,0.08,138,74,5,60,721,50,19,1,1,0,0,1.25,30,12,0,7,0,0,13,15,15,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/245419.png,Zambia,Leicester City,Forward
Diogo Dalot,Portugal,Right,18/03/1999,33,2,2.46,1373,84,114,48,2813,142,68,37,9,0,5,2.03,71,38,3,9,66,18,49,55,40,0,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/216051.png,Portugal,Manchester United,Defender
Mikkel Damsgaard,Denmark,Right,03/07/2000,38,4,6.99,1368,78,124,49,2926,172,83,27,3,0,2,2.83,78,12,10,15,76,25,86,58,18,2,0,6,0,60,0,3,3,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/440089.png,Denmark,Brentford,Midfielder
Arnaut Danjuma,Netherlands,Both,31/01/1997,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/220307.png,Netherlands,Everton,Forward
Jayden Danns,England,Right,16/01/2006,1,1,0.01,0,0,0,0,10,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Liverpool,Forward
Kevin Danso,Austria,Right,19/09/1998,10,1,0.13,554,86,48,38,843,43,7,6,14,0,0,0.41,9,21,0,0,0,0,3,67,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/135720.png,Austria,Tottenham Hotspur,Defender
Josh Dasilva,England,Left,23/10/1998,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/183656.png,England,Brentford,Midfielder
Ben Davies,Wales,Left,24/04/1993,17,3,0.5,1011,88,83,45,1330,77,17,12,19,0,5,0.28,13,53,0,2,4,25,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/115556.png,Wales,Tottenham Hotspur,Defender
Harvey Davies,England,Left,03/09/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Liverpool,Goalkeeper
Leif Davis,England,Left,31/12/1999,33,1,4.75,950,81,76,46,2746,124,46,25,8,1,5,0.96,45,35,2,4,68,21,31,42,27,1,1,5,0,80,0,2,2,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/455084.png,England,Ipswich Town,Defender
Craig Dawson,England,Right,06/05/1990,15,5,0.09,558,87,85,52,969,42,15,9,11,0,2,0.49,14,21,0,2,0,0,3,33,6,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/60232.png,England,Wolverhampton Wanderers,Defender
Lucas De Bolle,Scotland,Right,22/10/2002,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Scotland,Newcastle United,Midfielder
Kevin De Bruyne,Belgium,Right,28/06/1991,28,9,6.74,1028,83,53,68,1704,53,17,7,0,0,2,5.07,84,5,7,14,79,18,30,43,17,4,4,5,17,94,0,8,8,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/61366.png,Belgium,Manchester City,Midfielder
Bobby De Cordova-Reid,Jamaica,Right,02/02/1993,23,14,0.16,185,75,7,29,742,24,9,0,1,0,2,0.79,17,6,2,0,0,0,0,0,9,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/96994.png,Jamaica,Leicester City,Forward
Luc De Fougerolles,Canada,Right,12/10/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Canada,Fulham,Defender
Liam Delap,England,Right,08/02/2003,37,5,0.0,348,62,19,26,2612,157,11,2,0,0,12,0.0,106,58,2,0,5,20,77,52,72,12,3,14,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/463034.png,England,Ipswich Town,Forward
Leander Dendoncker,Belgium,Right,15/04/1995,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/151589.png,Belgium,Aston Villa,Midfielder
Emmanuel Dennis,Nigeria,Right,15/11/1997,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/230251.png,Nigeria,Nottingham Forest,Forward
Will Dennis,England,Right,10/07/2000,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/444172.png,England,Bournemouth,Goalkeeper
Justin Devenny,Northern Ireland,Left,11/10/2003,23,19,0.41,186,78,16,38,496,21,17,0,1,0,1,0.76,8,2,1,3,5,20,4,50,8,1,0,1,5,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/489706.png,Northern Ireland,Crystal Palace,Midfielder
Alfie Devine,England,Right,01/08/2004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/496179.png,England,Tottenham Hotspur,Midfielder
Kiernan Dewsbury-Hall,England,Left,06/09/1998,13,11,0.22,149,85,8,50,259,16,8,2,0,0,0,0.22,8,0,1,0,0,0,4,50,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/215413.png,England,Chelsea,Midfielder
Moussa Diaby,France,Left,07/07/1999,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/243557.png,France,Aston Villa,Forward
Amadou Diallo,England,,15/02/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Newcastle United,Forward
Amad Diallo,Cote d’Ivoire,Left,11/07/2002,26,6,4.18,854,86,27,48,1901,117,38,11,2,0,5,4.68,152,10,6,19,15,60,84,49,21,8,0,9,10,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/493250.png,Cote d’Ivoire,Manchester United,Forward
Matthew Dibley-Dias,New Zealand,Right,29/10/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/515023.png,New Zealand,Fulham,Midfielder
Tyler Dibling,England,Left,17/02/2006,33,13,1.46,586,84,24,58,1874,139,34,8,5,0,6,2.56,50,10,0,8,19,16,88,51,30,2,2,2,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/496661.png,England,Southampton,Midfielder
Eric Dier,England,Right,15/01/1994,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/93264.png,England,Tottenham Hotspur,Defender
Lucas Digne,France,Left,20/07/1993,32,4,4.01,980,83,70,43,2358,127,65,25,4,0,4,0.8,28,39,4,0,82,28,18,50,21,0,0,7,6,57,0,5,5,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/101188.png,France,Aston Villa,Defender
Issa Diop,France,Right,09/01/1997,21,6,0.1,755,88,85,46,1335,51,26,9,7,0,2,0.53,14,20,0,0,0,0,2,50,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/219924.png,France,Fulham,Defender
Axel Disasi,France,Right,11/03/1998,13,4,0.09,542,90,20,55,853,40,15,7,2,0,3,0.28,8,13,0,0,0,0,16,63,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/220362.png,France,Aston Villa,Defender
Roman Dixon,England,Right,26/12/2004,0,0,0.0,16,56,3,33,90,5,5,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Everton,Defender
Nasser Djiga,Burkina Faso,Right,15/11/2002,5,4,0.01,46,83,7,29,65,2,0,2,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Burkina Faso,Wolverhampton Wanderers,Defender
Ben Doak,Scotland,Right,11/11/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/496208.png,Scotland,Liverpool,Forward
Lewis Dobbin,England,Left,03/01/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/461421.png,England,Aston Villa,Forward
Matt Doherty,Ireland,Right,16/01/1992,30,5,1.22,1210,85,144,51,2113,116,38,22,15,0,6,1.04,28,56,1,5,22,5,18,61,18,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/87835.png,Ireland,Wolverhampton Wanderers,Defender
Jérémy Doku,Belgium,Right,27/05/2002,29,13,3.8,700,84,6,83,1513,171,31,4,1,0,1,1.32,182,0,6,15,59,19,167,64,10,3,0,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/248875.png,Belgium,Manchester City,Forward
Nicolás Domínguez,Argentina,Right,28/06/1998,34,11,1.59,927,88,41,54,1970,134,86,29,12,0,9,1.53,34,27,1,0,6,33,7,43,33,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/250199.png,Argentina,Nottingham Forest,Midfielder
Janoi Donacien,St Lucia,Right,03/11/1993,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,St Lucia,Ipswich Town,Defender
Jamie Donley,Northern Ireland,Left,03/01/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/513588.png,England,Tottenham Hotspur,Forward
Patrick Dorgu,Denmark,Left,26/10/2004,12,2,1.27,389,86,9,67,842,77,31,4,0,1,3,0.43,33,16,0,4,39,8,9,33,17,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Denmark,Manchester United,Defender
Alfie Dorrington,England,Right,20/04/2005,1,1,0.0,16,94,0,0,13,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/519321.png,England,Tottenham Hotspur,Defender
Abdoulaye Doucouré,Mali,Right,01/01/1993,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/121599.png,Mali,Everton,Midfielder
Cheick Doucouré,Mali,Right,08/01/2000,13,9,0.11,203,86,13,62,445,30,16,11,0,0,1,0.4,4,5,0,0,0,0,4,50,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/438464.png,Mali,Crystal Palace,Midfielder
Flynn Downes,England,Right,20/01/1999,27,2,1.44,1104,91,42,45,2154,113,49,32,9,0,12,0.63,22,17,0,4,0,0,16,50,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/220585.png,England,Southampton,Midfielder
Tommy Doyle,England,Right,17/10/2001,24,21,0.33,370,85,65,63,475,22,11,5,5,0,1,0.55,4,1,1,0,0,0,6,83,5,0,0,0,5,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/220394.png,England,Wolverhampton Wanderers,Midfielder
Callum Doyle,England,Left,03/10/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Manchester City,Defender
Radu Dragusin,Romania,Right,03/02/2002,16,2,0.16,836,85,87,29,1251,53,10,15,16,0,1,0.12,12,34,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/493125.png,Romania,Tottenham Hotspur,Defender
Rodrigo Ribeiro,Portugal,Right,28/04/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/551232.png,Portugal,Nottingham Forest,Forward
Joshua Duffus,England,,15/12/2004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Brighton and Hove Albion,Forward
Paul Dummett,Wales,,26/09/1991,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/106618.png,Wales,Newcastle United,Defender
Lewis Dunk,England,Right,21/11/1991,25,2,1.04,1934,91,180,50,2083,79,17,13,18,0,5,0.81,21,52,0,5,0,0,0,0,7,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/83299.png,England,Brighton and Hove Albion,Defender
Jhon Durán,Colombia,Left,13/12/2003,20,16,0.25,159,72,9,44,626,45,8,0,0,1,3,4.86,49,19,0,11,0,0,13,23,14,7,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/476344.png,Colombia,Aston Villa,Forward
Kiano Dyer,England,Right,21/11/2006,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/559963.png,England,Chelsea,Midfielder
Luis Díaz,Colombia,Right,13/01/1997,36,8,4.46,826,86,40,85,2410,136,39,7,0,0,2,12.02,181,14,5,31,32,34,104,51,48,13,2,10,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/244731.png,Colombia,Liverpool,Forward
Martin Dúbravka,Slovakia,Right,15/01/1989,0,0,0.0,278,76,96,30,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,12,5,29,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/67089.png,Slovakia,Newcastle United,Goalkeeper
George Earthy,England,Right,05/09/2004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/490885.png,England,West Ham United,Midfielder
Coby Ebere,Germany,Right,17/09/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Germany,Everton,Forward
Malcolm Ebiowei,England,Left,04/09/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/450535.png,England,Crystal Palace,Forward
Claudio Echeverri,Argentina,Right,02/01/2006,1,1,0.01,0,0,0,0,5,1,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Argentina,Manchester City,Midfielder
George Edmundson,England,Right,15/08/1997,1,1,0.0,2,50,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/214964.png,England,Ipswich Town,Defender
Samuel Edozie,England,Right,28/01/2003,2,2,0.16,29,83,0,0,64,6,3,0,0,0,1,0.0,11,0,0,0,4,25,4,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/490503.png,England,Southampton,Midfielder
Tom Edozie,England,Right,18/05/2006,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Wolverhampton Wanderers,Forward
Ronnie Edwards,England,Right,28/03/2003,1,1,0.0,0,0,0,0,12,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/500926.png,England,Southampton,Defender
Bilal El Khannouss,Morocco,Right,10/05/2004,32,5,3.11,955,80,83,69,2193,116,50,6,4,0,4,1.31,38,19,3,7,48,19,57,60,30,2,3,1,9,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/513527.png,Morocco,Leicester City,Midfielder
Idris El Mizouni,Tunisia,Right,26/09/2000,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Tunisia,Ipswich Town,Midfielder
Anthony Elanga,Sweden,Right,27/04/2002,38,7,5.11,632,78,22,50,2507,115,19,6,1,0,1,4.47,122,24,11,15,76,17,64,39,9,6,1,18,10,86,0,6,6,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/449434.png,Sweden,Nottingham Forest,Forward
Harvey Elliott,England,Left,04/04/2003,18,16,0.65,269,85,24,75,360,11,5,1,2,0,1,1.76,23,1,2,4,0,0,8,50,0,1,1,1,3,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/444884.png,England,Liverpool,Midfielder
Mohamed Elneny,Egypt,Right,11/07/1992,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/153256.png,Egypt,Arsenal,Midfielder
Landon Emenalo,England,Left,18/01/2008,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Chelsea,Midfielder
Johnny Emerson,Scotland,Right,30/11/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Scotland,Newcastle United,Forward
